,Harapan_Lama_Sekolah,Pengeluaran_Perkapita,Rerata_Lama_Sekolah,Usia_Harapan_Hidup,ipm,IPM
1798,15.49912158640352,14891,11.552668911372184,72.1294810051122,3,3
1799,15.93591288471065,14894,11.186223833974212,73.7985831895854,3,3
1800,15.777482763021041,16130,10.374094701414919,73.4905900734417,3,3
1801,13.1121766057729,20516,10.878142829225386,73.86820671622505,3,3
1802,16.454711566345647,14456,11.677932650481527,73.61463543177057,3,3
1803,15.763204551766934,16889,11.676161944463797,72.84910429744218,3,3
1804,15.263980098857644,15949,10.469036731738212,76.86335344251299,3,3
1805,15.192005673142486,14416,11.100077509455371,73.3511786335125,3,3
1806,15.027074019676325,16647,10.511301729726885,73.65469594102366,3,3
1807,15.223845926602191,15394,10.793147720943464,76.88266588641186,3,3
1808,16.01623495625708,13972,11.786234956257077,70.0961146063137,3,3
1809,12.940978425906074,21294,10.895997030011461,73.75299851500573,3,3
1810,15.56499405301283,14426,11.177326989880353,73.79540969809877,3,3
1811,15.709230273673386,14110,10.023429208037212,74.18083455236106,3,3
1812,13.982429207437626,19769,11.17700445206338,74.45287622312877,3,3
1813,14.130342744964441,15253,10.940883532026787,73.86444329749615,3,3
1814,14.689595406496565,14485,10.554775730165339,74.17693932541336,3,3
1815,15.264704620616955,14893,10.782447281390894,75.96373933989913,3,3
1816,15.04077044387901,14843,11.420983381808584,72.30011078794277,3,3
1817,14.83630407096751,14794,10.871439617867257,76.162466227288,3,3
1818,15.17593467855388,14470,10.66754299976483,73.98620178906634,3,3
1819,14.657450983011863,16643,10.451441095784181,73.67005419873165,3,3
1820,14.387414063458241,15733,10.8352318651412,75.7638625015332,3,3
1821,15.635895801183828,14423,11.252955521262749,73.76809939509957,3,3
1822,12.797562554608989,18649,10.929365571673477,73.08262111945142,3,3
1823,14.723012288353262,15633,11.187200520976589,72.86481038402377,3,3
1824,12.928454675140262,20719,10.825173393061965,73.78938146473632,3,3
1825,15.349624146700883,13285,11.563614859508235,72.76416388840137,3,3
1826,14.55390242751226,15580,10.551158555292579,73.0449542530631,3,3
1827,16.206119267826875,16091,10.901292588899594,74.82790197612108,3,3
1828,13.915077918555424,17725,11.645537480401467,74.48217949913075,3,3
1829,12.793166557862119,20746,10.472830830828746,73.56533246289696,3,3
1830,13.964822886132252,17682,11.047847688939644,74.75702987595129,3,3
1831,15.276741732577625,14100,10.610418514399775,74.07996029324087,3,3
1832,15.811808156192045,14113,10.644416913122726,73.04878752310758,3,3
1833,12.799489519951813,20488,10.618258958891662,73.6159161596145,3,3
1834,13.332700026475958,23659,11.632700026475959,74.14160021180767,3,3
1835,14.979794429180282,13333,11.339794429180282,74.49712200852395,3,3
1836,15.918849634285719,14108,11.184397974505512,71.57940453860803,3,3
1837,15.387682530506888,15210,11.323904816958663,72.82356370796849,3,3
1838,15.11258136880341,15637,9.654818813534742,73.69259981766184,3,3
1839,15.560953799540373,16977,11.200953799540372,72.00858419586335,3,3
1840,14.262424127602678,14542,10.631674686472627,75.33408214294478,3,3
1841,13.326800867263236,20257,10.895613882653732,74.08925119268827,3,3
1842,13.601602337190204,18596,11.205355974920014,73.20572057545007,3,3
1843,12.734649530008815,18708,10.889241466984123,73.27516083673721,3,3
1844,15.357465214331771,15921,10.464578794786783,77.29204400911856,3,3
1845,15.307751991183485,15829,10.831325908193628,76.79971067791065,3,3
1846,14.966390797427472,15644,10.152930720352408,73.41898240684664,3,3
1847,15.020596333431653,13313,11.352166012741487,74.17520531706235,3,3
1848,14.92004637242481,15732,11.334580104807019,74.17937148807242,3,3
1849,13.587927150265623,17427,10.93454562463108,74.60446348158571,3,3
1850,15.215741703501124,15651,9.762510381080725,74.687855321958,3,3
1851,15.545155409016852,16603,10.213690600307816,73.28318327838132,3,3
1852,16.35411009313723,16082,10.906478251242005,74.85343139072988,3,3
1853,15.65615460723717,16663,10.343756193343884,73.3020366691759,3,3
1854,15.71934654165316,16932,12.077760855364044,72.38809443590574,3,3
1855,14.230806757757106,17743,11.150255696749086,74.26835709086423,3,3
1856,15.234750298265435,15693,10.679145835543665,76.48087124515808,3,3
1857,14.974763323133391,13305,11.33476332313339,74.43715987760069,3,3
1858,15.343355449338455,15697,10.511552109999698,77.0539868783835,3,3
1859,13.105489152471998,20215,10.608649404629091,73.78086913846327,3,3
1860,13.317988350155863,23510,11.610365572370162,74.11006728955196,3,3
1861,12.785931225240091,20348,10.454140315501148,73.50041541454078,3,3
1862,13.33915132391594,23861,11.639151323915941,74.19321059132753,3,3
1863,14.559009707538747,17820,10.803961868618677,74.24410363844471,3,3
1864,16.169232365617955,14894,11.548168156920159,71.96194009628944,3,3
1865,13.690962746938483,17447,10.791440629252106,74.73468902738058,3,3
1866,14.192193119468827,15274,11.152409475248986,74.93335002903724,3,3
1867,15.531769630170555,16525,10.651287710711348,74.40978843119343,3,3
1868,13.82340560454253,17661,11.621165881539902,74.3840764987758,3,3
1869,16.427079085219727,14318,11.29144945269578,73.3820480453493,3,3
1870,12.79729724785627,20578,10.567836700694201,73.59837798285017,3,3
1871,15.416515547546215,15792,10.576373141109164,77.49773321319323,3,3
1872,15.588866273785483,14106,9.779320877222167,74.90438446525715,3,3
1873,14.649677344523754,17183,10.397193900975305,74.09462113072007,3,3
1874,14.680769122019846,15232,11.158058565150688,73.1342858585451,3,3
1875,13.334958001009333,23730,11.634958001009334,74.15966400807467,3,3
1876,14.261245857917464,14562,10.634532803280951,74.4207166526186,3,3
1877,15.259887047109851,15662,9.911925390217958,75.30419223464908,3,3
1878,14.967083944091723,13370,11.327083944091722,74.33334310546753,3,3
1879,15.013851029266403,16969,11.407092515185397,73.67637163813652,3,3
1880,14.764776584814893,16117,10.936384174115132,72.86583601866818,3,3
1881,15.723389458293578,13299,11.793494727296018,71.16644216682569,3,3
1882,15.522278901123528,16594,10.45934500056027,72.7880531309015,3,3
1883,13.926523378785781,17637,10.748102059613732,74.81029663231456,3,3
1884,12.73381317183404,18456,10.887297439951352,73.2162964627382,3,3
1885,16.388301946753298,14293,11.46496848100643,72.65188716720812,3,3
1886,15.76450514750426,15111,11.409840722957552,70.33540386639558,3,3
1887,12.796708017467736,20578,10.602773566236488,73.5836641397419,3,3
1888,14.318911347273431,14808,10.89413210693458,73.8432659581797,3,3
1889,14.235242620326659,16722,10.63897495274132,74.05866716349274,3,3
1890,15.499900670995371,14920,11.627131032261355,70.73709792259314,3,3
1891,15.4728763403582,17007,11.11734422033983,72.22116005909072,3,3
1892,15.676672318253612,14090,11.70839652695464,71.18473733523763,3,3
1893,14.576605348105725,17198,10.361978481014807,74.15888927214797,3,3
1894,13.119687491187326,18102,10.996511551690952,72.80464333539864,3,3
1895,14.39202395118075,15733,10.833359971338725,75.7712383218892,3,3
1896,13.337955925203998,23824,11.637955925203999,74.18364740163199,3,3
1897,15.871708023083416,16889,11.740447700196757,72.74978450551612,3,3
1898,14.804785674513514,14900,11.431647933615832,72.53379118848069,3,3
1899,15.487866469443087,14101,10.06284172463613,74.63729359558464,3,3
1900,16.26259463418009,14274,12.027254073187043,71.7327894148265,3,3
1901,15.125332196957684,15807,11.109756120433008,75.5803783691382,3,3
1902,13.845441516720328,17656,11.434595158434563,74.4751582691107,3,3
1903,16.166637594053338,15953,10.962965696285584,74.31404848023499,3,3
1904,13.061836923600323,18520,11.161020615960354,72.99204123192071,3,3
1905,16.198966652966313,14476,11.36193961333561,73.7287440285177,3,3
1906,16.754220645213024,19083,11.377478709684555,74.42288943549737,3,3
1907,14.729235941688486,14865,11.379235941688485,72.87089854221213,3,3
1908,14.058700287921654,16870,10.756859209324192,74.31703973035063,3,3
1909,14.542089356001366,14530,10.53999280390538,76.94958920046626,3,3
1910,16.050490298793882,15086,11.357410111887788,70.31872139923702,3,3
1911,15.81784029872292,16844,11.954508566267814,72.54843351826395,3,3
1912,14.794932171911478,14611,10.37054724847369,74.08410898731819,3,3
1913,17.249319568725674,19058,11.448666068205464,74.5453267502601,3,3
1914,15.521494278118952,15270,10.567356952973842,77.36540272802222,3,3
1915,13.972044514847473,17602,10.382044514847474,75.01248966332219,3,3
1916,15.979133385972448,16071,11.066948487687725,74.23750591273924,3,3
1917,15.688635424235075,16645,10.351192281558614,73.33698828408815,3,3
1918,13.259233734717995,17361,11.38463614302597,74.18348674510295,3,3
1919,16.25022928325254,15949,10.955106648583095,74.38763774508557,3,3
1920,14.57068917531918,18703,11.085812739331312,73.83157779883244,3,3
1921,13.89841984726379,16168,11.070427242345598,74.83180844461553,3,3
1922,12.981108190740466,21921,10.830862102760324,73.76932982888856,3,3
1923,15.651501113524969,16630,10.744896214015109,72.54245924225724,3,3
1924,12.794154149993759,20859,10.478928849881433,73.5711561249532,3,3
1925,15.035011803031038,14093,11.256182754759942,73.44110262229631,3,3
1926,14.217891757539736,15697,11.568705019246087,73.0255615244707,3,3
1927,15.16767189264091,15247,10.599595675527722,76.65056783930352,3,3
1928,14.886285304615509,15184,11.477636102937144,70.77179881409747,3,3
1929,14.716896514760656,15655,10.985801340431344,72.94200804292478,3,3
1930,13.974206445159671,17326,10.398890232235406,74.99442573062615,3,3
1931,15.747985329171309,14777,11.35277119560048,73.1740929363851,3,3
1932,16.11934801620373,14894,11.470783461033994,72.35461946219115,3,3
1933,16.80780395782082,16891,12.29506253300356,71.89291926117969,3,3
1934,15.478129191252666,15846,10.671093357109287,77.42841680608221,3,3
1935,13.697154594018556,19839,10.976150486112061,74.16079481036438,3,3
1936,14.298570001124697,14540,10.61740657850341,75.58329842880711,3,3
1937,14.85539397522357,14610,10.307206311670546,74.02940545098821,3,3
1938,14.889761228009698,14609,10.27120252303746,73.99831126989599,3,3
1939,13.280407884751295,23284,11.53642997122886,74.07321498561443,3,3
1940,13.932296823293207,15259,10.870552523913858,74.05872276338069,3,3
1941,15.53711426994591,16595,10.796849641269437,72.20576490462305,3,3
1942,16.045241666526945,15934,10.663684052707534,75.99724286594969,3,3
1943,15.276656428833235,14544,11.112785502191732,74.10952922884243,3,3
1944,15.431079784430018,15504,9.982043594402146,75.12272546424444,3,3
1945,14.732947933765983,15745,11.683830523636832,72.94951108462173,3,3
1946,15.8010228774128,14892,11.617362045159886,71.72759941643102,3,3
1947,15.707822696007195,16663,10.380227785416844,73.33394931223974,3,3
1948,14.808284863143367,16643,10.541960082871631,73.74388387744474,3,3
1949,13.984517015414585,17423,10.493891354535467,75.13613612331669,3,3
1950,15.116468329778696,13423,11.398297150585073,73.90907888270584,3,3
1951,14.006422623879477,18868,10.998472086052342,73.70633003769271,3,3
1952,12.632890399792757,18434,10.802258124838092,73.27449017539506,3,3
1953,16.03,14111,11.84980598553717,70.33281596143246,3,3
1954,14.532485988367437,15709,11.798747664727905,72.35842523982151,3,3
1955,16.323239911073927,14802,11.520090085750144,71.88248919648939,3,3
1956,16.520618368099406,15928,10.834682866222808,75.17302858480606,3,3
1957,14.394667386434636,16029,11.134667386434636,72.77800431860781,3,3
1958,14.508164143409232,15683,11.812008639126802,72.47,3,3
1959,14.534607640564367,15622,10.56783617480207,72.99748618709144,3,3
1960,15.376577282278094,15546,9.569553558558013,73.88821423423205,3,3
1961,16.027616202291725,16964,11.567960290327914,71.83646209318759,3,3
1962,14.933260984142382,14920,11.154891852681398,74.7330379130843,3,3
1963,15.324228680653732,14085,11.662756248088742,72.31411026974004,3,3
1964,14.482940148044229,16987,11.131619888136157,74.19392627077448,3,3
1965,12.79449176878363,20692,10.5033106820235,73.57593415026905,3,3
1966,15.509648996728375,16878,11.200237337706062,72.19517049834835,3,3
1967,16.527399630104103,14524,11.587399630104104,73.67959852041642,3,3
1968,12.809237796754482,20775,10.768566951317215,73.68466457728137,3,3
1969,14.967645746468499,14928,11.53634369415832,71.00988622947334,3,3
1970,15.202567760646147,14891,11.489121662995604,72.52424421472429,3,3
1971,15.126398716280782,14069,11.039377410713229,73.67784007361425,3,3
1972,15.620660119473,14745,10.987517730278933,75.54932351458753,3,3
1973,16.7314016787592,18621,11.41032662694326,74.32037421243635,3,3
1974,14.558835899858162,16991,11.21718736652604,72.82499359324993,3,3
1975,13.869278643206917,16995,11.076918713467624,74.27225557890993,3,3
1976,14.761583869854583,14765,10.687069834320393,76.80831172201538,3,3
1977,16.08590604010436,16878,11.615354745796282,71.88307065424385,3,3
1978,16.028950110029083,14090,11.79895011002908,70.19265077020357,3,3
1979,14.866224073242101,14468,10.504666531226187,74.51754169547988,3,3
1980,14.849025225929516,15577,10.268889873562859,73.30002802881057,3,3
1981,14.73708626616446,14970,10.744094108543047,77.23338561585724,3,3
1982,16.20781301331187,16067,11.022782894424745,74.44263055700507,3,3
1983,14.732078967813063,14611,10.48963302948122,74.16158584450805,3,3
1984,14.867351030402297,15258,10.835929204498923,76.15707374260417,3,3
1985,15.564330334738292,16938,11.204330334738291,72.03897301264462,3,3
1986,13.342611498317622,17290,11.163806341413197,74.17870578406459,3,3
1987,15.208831643737748,15522,9.553698251784548,73.86554737767682,3,3
1988,15.161064025243391,15638,9.577447470054551,73.92447081397502,3,3
1989,14.907110072161629,14963,11.322602924098891,72.1052628164537,3,3
1990,14.946251040389349,14068,11.51625104038935,73.2025020807787,3,3
1991,15.42800209496659,15506,9.95721689939716,75.04845055852705,3,3
1992,15.159855267402929,14441,10.73121535774259,74.00327756082912,3,3
1993,15.57162811694807,14106,9.83003361612963,74.85901560368607,3,3
1994,15.600811258830698,16668,10.432551786455825,73.42881186123701,3,3
1995,14.705823016767413,14566,10.396588603346473,75.61865117312307,3,3
1996,16.19556542499998,14488,11.40967184812499,74.21127181475003,3,3
1997,14.87079078333703,15680,11.217341288469711,74.5720197466506,3,3
1998,14.576030522904974,15723,11.80600508715083,72.39652670754185,3,3
1999,13.365198218963409,17587,10.818777762712822,73.95234988547644,3,3
2000,13.97784453653827,17733,11.644932674862906,74.5323523414836,3,3
2001,14.944768645639822,15054,10.729010442457854,75.49068213526837,3,3
2002,15.252817554686263,16371,10.717713250254105,74.57517089479573,3,3
2003,15.485461880275631,16954,11.651796258633583,73.21662521105205,3,3
2004,14.6815407962422,15803,10.85128762506979,76.30885471175647,3,3
2005,13.210731266235294,16268,10.741957511507072,74.1770518103723,3,3
2006,14.840948159766537,16088,11.286769668714618,73.21655864974767,3,3
2007,12.959316378045894,17561,11.125073275173506,73.25199137768283,3,3
2008,12.834693488020552,18491,10.956530314368656,72.98500056138215,3,3
2009,14.977116690115396,16108,10.566135456027789,72.85463465764433,3,3
2010,15.98279552140786,14105,11.787761801846482,70.33156063015032,3,3
2011,15.481067689242694,15233,10.763593864543832,76.01111045948397,3,3
2012,13.29608397699991,19220,10.981365217873112,73.85430335545514,3,3
2013,15.165778968267658,16115,11.023039922077025,74.90282667965383,3,3
2014,16.580774124750608,16452,10.613619273659337,74.59740593977348,3,3
2015,14.990378009739933,14931,11.42823761804111,71.95878238406037,3,3
2016,14.533128183294334,14529,10.535938940061722,77.01466438321971,3,3
2017,15.146548125363232,16003,11.05887154376927,73.41602099925139,3,3
2018,14.893371463264891,16612,10.869526184745876,72.80236907627062,3,3
2019,14.267032163041922,15627,11.263548131266708,72.56367746321142,3,3
2020,14.177750939037258,16944,11.22784934693542,73.1788101630606,3,3
2021,14.803924669580985,15998,10.816288671475466,74.69762449792316,3,3
2022,13.031467252928612,18394,11.131467252928614,72.90082388329775,3,3
2023,16.017280981588907,13963,11.787280981588907,70.10552883430017,3,3
2024,14.794044068965059,17813,10.47808813793012,74.1502203448253,3,3
2025,14.656783981624553,15209,11.464195995406138,71.67023799500399,3,3
2026,15.393191900984906,14085,11.639310105856005,72.00924917851017,3,3
2027,16.606643844145214,14337,12.189786469052223,73.76017929716559,3,3
2028,14.604803862515382,17171,10.549873343255097,73.98455054902558,3,3
2029,16.713425864662902,15924,10.906836997073073,74.84466651207913,3,3
2030,13.282182740450926,18525,11.184394306513003,73.08676963473602,3,3
2031,14.806445073218502,14824,11.032218836515758,75.22535306716529,3,3
2032,15.760528660121555,14112,10.34462908994139,73.64310373397585,3,3
2033,13.976704698711321,17544,10.386704698711322,75.06375168582453,3,3
2034,13.098199459446294,17585,11.2007026759361,73.43075177948532,3,3
2035,15.208860944636866,15507,9.68277489417596,74.25400679979045,3,3
2036,14.794711024911452,16880,10.94968399376589,73.32933055141892,3,3
2037,14.760006174732112,17849,10.513364566652367,74.14481622693955,3,3
2038,14.396091643958826,15234,11.399022910989707,72.65024807919181,3,3
2039,13.458320106779178,16994,11.18175507480123,74.04580903842934,3,3
2040,15.934315410604464,14894,11.183745701065899,73.8111581780623,3,3
2041,16.025509713346537,14168,11.915509713346538,70.44366512689113,3,3
2042,14.400174476791541,16019,11.144012966205423,72.81034895358309,3,3
2043,15.515392436097011,16593,10.302677921207003,73.05834688319231,3,3
2044,13.257026777392978,17353,11.369187441750848,74.16472760784032,3,3
2045,15.372071582010708,15223,10.820167281440533,75.36003502075872,3,3
2046,15.378919716425397,15894,10.531624113829364,77.38054383025475,3,3
2047,13.444752296996844,17592,10.761062059041505,74.08883972523968,3,3
2048,14.961864114979429,15818,10.778673753348702,76.78000053059796,3,3
2049,14.729254586413056,14844,11.37147092764181,72.63019381572127,3,3
2050,14.818845526872135,14608,10.542736060162182,74.13882740278764,3,3
2051,14.56677034819796,15662,11.48695780822152,72.6550021362608,3,3
2052,14.208432132661335,18884,11.026335466573977,73.75900924149143,3,3
2053,15.081974748063526,13351,11.379055603913544,73.92676887688573,3,3
2054,15.756699709809778,14110,10.286336854331074,73.59172667825815,3,3
2055,15.85916910220617,15960,10.995961848280078,74.06250566712976,3,3
2056,14.948917376418354,14058,11.518917376418354,73.2078347528367,3,3
2057,12.80749446966858,20758,10.746592928914394,73.66995575734863,3,3
2058,14.972264996822352,13429,11.332264996822351,74.39170995551291,3,3
2059,16.021085735713203,14219,11.89805690715477,70.33371396430195,3,3
2060,14.217148952203601,17270,10.18874648298969,74.47503766854382,3,3
2061,15.429792441915884,14052,11.641855343313305,71.80825160558969,3,3
2062,15.511924657122057,15439,10.634192234117927,77.07378172521231,3,3
2063,15.38428864007528,16157,10.179202773241327,72.928412993947,3,3
2064,14.449850700754814,15669,11.797910420452888,72.38537294317022,3,3
2065,12.948296103111607,20706,10.832740039322223,73.80602808650889,3,3
2066,13.003778021483065,18524,11.097155823631372,72.86431164726275,3,3
2067,15.087998417196498,14637,10.656496476774008,74.04138174015586,3,3
2068,16.70272247844647,15927,10.912692630882967,74.786585818409,3,3
2069,14.265313754430347,17704,11.122893923327345,74.28366365985535,3,3
2070,14.778139671909406,15052,10.649230509580866,76.17840535411938,3,3
2071,14.813796669352083,15005,11.434901266127227,72.26917308066855,3,3
2072,14.724340203230213,14854,11.374340203230211,72.74850508075531,3,3
2073,15.043908146943807,16029,11.079461627210412,73.3906180299365,3,3
2074,14.680351988325798,14546,10.885740715220283,74.30912904156459,3,3
2075,14.969467846552012,15644,10.093961676333553,73.39657047711444,3,3
2076,15.55095322952237,16604,10.219246844958938,73.28535746107089,3,3
2077,14.259999875745732,15629,11.269523413093527,72.51142876668528,3,3
2078,14.447557423989146,15662,11.749577679970773,72.480358112005,3,3
2079,14.92034343488118,14918,11.093072152645647,75.36046173434269,3,3
2080,15.266952806967963,14570,10.898898705699452,73.98391664240368,3,3
2081,12.780949176072324,18291,10.917929043806504,72.99225313311213,3,3
2082,14.948872958936857,16652,10.342454015356948,73.46866502837698,3,3
2083,14.435123836540464,16709,10.444183920972995,73.7592976021622,3,3
2084,14.02308507608951,16157,11.077943282606993,74.84400939777629,3,3
2085,16.03,14113,11.887064732539006,70.43217262010401,3,3
2086,13.75086889736349,16182,11.092973884399147,73.52256528900213,3,3
2087,12.953849440213684,18538,11.04776472743461,72.81740701054649,3,3
2088,13.978143428720275,17526,10.388143428720275,75.07957771592301,3,3
2089,14.193114668275188,15291,10.837412253509655,74.77061533253934,3,3
2090,14.248780723928588,17201,10.732508589672998,73.99379790327458,3,3
2091,15.44960783173822,16646,10.430280037136875,72.73977602842558,3,3
2092,14.185479647524678,17690,10.69926909300511,73.86775722630983,3,3
2093,15.645592855148921,14892,11.584055611817627,71.93450301749657,3,3
2094,15.578967343856258,14107,9.80963488251717,74.87844296903127,3,3
2095,13.950450222330659,17327,10.064952445637262,74.71585289029858,3,3
2096,14.234728774977373,18886,11.029962589652051,73.76586677106091,3,3
2097,14.625926243598244,14777,10.809609488744043,74.2349672081418,3,3
2098,15.667339212170686,16638,10.330783411663575,73.329002204564,3,3
2099,15.611122529549272,16617,10.882183399532476,72.20731699525895,3,3
2100,14.698160345477406,15013,10.864691820939846,75.03945046776408,3,3
2101,15.10472440580758,15709,10.543960392793286,76.91155904929214,3,3
2102,14.033702277761382,16867,10.75807270496304,74.32359260680042,3,3
2103,13.983486865333141,17441,10.470197902662251,75.12789492266513,3,3
2104,12.846861206221076,21159,10.529517191948008,73.60107314742264,3,3
2105,14.741320988733648,16157,10.599119340844235,73.84561054048373,3,3
2106,15.586962462471307,15171,11.403859944280565,71.7207249357588,3,3
2107,13.931853202291135,15754,11.229392041858366,74.32272907417034,3,3
2108,13.562511632757499,17303,10.709452333828981,74.33342679803194,3,3
2109,15.306782363482586,14090,10.566149019143989,74.15795331510097,3,3
2110,15.72808177862849,16510,10.654379240608323,74.46930038171021,3,3
2111,14.817296670562987,14985,11.125777809957185,73.36647228571124,3,3
2112,14.15550008615154,14548,10.673881544940182,74.59686901504482,3,3
2113,15.553949594589927,13287,11.689353596670726,71.89447095636082,3,3
2114,13.728844566406792,17337,10.486285111128936,74.54333213700221,3,3
2115,15.566377163085658,14046,11.674375515020394,71.39199340773895,3,3
2116,15.467027714387202,16665,10.210254857214496,73.18522300006269,3,3
2117,16.57599502929698,16467,10.631400729502284,74.56067318691623,3,3
2118,16.66436197756692,15929,10.916171096126188,74.75221609990933,3,3
2119,14.572271118198415,15049,10.550663141440452,77.02808102125383,3,3
2120,14.589461725875445,14547,10.851133962571822,74.33955256037642,3,3
2121,14.868208512383625,14909,10.94127020665732,76.9679398697396,3,3
2122,14.830904397967332,16992,11.086585128572695,73.32857420814841,3,3
2123,15.272145137605738,15152,11.500106724772282,70.364124866973,3,3
2124,13.053689028634833,20614,10.568406438455861,73.72613343197753,3,3
2125,15.396457557688233,15531,9.702757632018411,74.28717572554268,3,3
2126,16.03805956636712,15099,11.349510895618419,70.6826581063118,3,3
2127,16.021508359395547,14215,11.911508359395548,70.37564210972431,3,3
2128,14.898736395372605,14914,10.989667034997467,76.40994651047347,3,3
2129,15.459413341992065,15235,10.64884305993864,76.52907088512457,3,3
2130,13.101311641207847,18068,11.142884373810759,72.95015125649374,3,3
2131,15.288583002194057,14900,10.642988111523092,77.26068956419763,3,3
2132,16.334459068708266,16056,10.956239827902666,74.54552177833912,3,3
2133,15.15122782932079,15518,9.580504777353717,73.83516598253897,3,3
2134,12.963574223578744,17551,11.131822710858906,73.28159842709614,3,3
2135,13.893846127178353,16733,10.59641827673109,74.09759617051353,3,3
2136,13.970530401266487,17621,10.380530401266487,74.99583441393133,3,3
2137,15.61221161783964,14467,10.963389023438246,73.87266507486953,3,3
2138,12.98814671723279,18525,11.079961388956066,72.82992277791215,3,3
2139,14.733380042831383,15031,11.382214510820562,72.9513279125338,3,3
2140,15.355604319929492,14100,11.666328230432194,72.1719600603562,3,3
2141,13.381532238783343,16736,10.76439556376914,74.43480917690016,3,3
2142,15.192474172793403,15159,11.51471306832121,70.36877233992038,3,3
2143,14.9579328245477,14066,11.527932824547701,73.23379847364309,3,3
2144,13.125717800509022,20584,10.900400856126321,73.95488188347791,3,3
2145,13.484039058122494,17407,11.078834641496535,74.47316047623815,3,3
2146,14.838588453580826,14792,10.85913909610324,76.23416069699826,3,3
2147,15.420780884663607,14078,11.642054303431305,71.89791623811347,3,3
2148,13.210558868597417,17396,11.346938369423558,74.03848685537918,3,3
2149,13.888161379598053,16850,10.76513779710689,74.36174410437721,3,3
2150,14.922238449177609,16906,11.218304635266954,72.59658275128417,3,3
2151,14.243837860707366,16890,10.76450517449876,74.20650711587295,3,3
2152,16.10102343493997,14839,11.589500413500392,71.17666390999739,3,3
2153,15.96531294896074,14496,11.370244392464146,73.8457719003668,3,3
2154,12.784936845362932,20339,10.441710567036646,73.49196318558492,3,3
2155,13.966794921601979,17661,10.79345511334471,74.84577147208906,3,3
2156,14.369157321549029,15658,11.61778764494214,72.33989563756582,3,3
2157,15.336310699527091,15704,10.557553360882764,76.91561566489142,3,3
2158,16.184654668393744,14260,11.711042275690893,71.37909167746089,3,3
2159,16.552779542981966,15934,10.926661752369217,74.6539854096337,3,3
2160,14.724027932601963,14854,11.374027932601962,72.74069831504907,3,3
2161,16.431062843542932,14448,11.713405734685601,73.60182570691909,3,3
2162,16.280267435708364,14392,11.939598846437454,73.52014486100869,3,3
2163,12.80003344804348,20837,10.59063551282614,73.61525086032611,3,3
2164,13.734051515398685,17340,10.889973059100019,74.83289178115712,3,3
2165,14.81775960793599,14610,10.346632791686107,74.06345559281982,3,3
2166,15.59937370383513,14824,11.327719657907153,72.05200505622649,3,3
2167,14.831935434715136,15651,10.515978940052186,73.11208562523268,3,3
2168,16.163035402410365,16049,10.974244534816119,74.39974559789995,3,3
2169,15.484186874726365,16657,10.44724769908293,73.4683569427867,3,3
2170,13.962770090226487,17703,11.312658360783333,74.66465406019186,3,3
2171,15.097344893984136,16888,11.281655752235116,73.45860592776374,3,3
2172,14.857644361284006,15232,11.37699769254662,73.00443415031,3,3
2173,14.436644042666067,15670,11.78998642559964,72.32990497919748,3,3
2174,14.334240463480292,14809,10.912319193959666,73.79727860955913,3,3
2175,15.21721267570395,15554,9.784267076423863,73.7091251952266,3,3
2176,15.573144625090466,15852,10.689226073490547,77.2296822345436,3,3
2177,13.065787974163504,22026,11.131486743704725,73.87074337185237,3,3
2178,13.985505651577375,17326,10.557079122083241,75.12719140603416,3,3
2179,14.02346787734558,16727,10.559962159496557,74.01658257665902,3,3
2180,15.826525399851297,14113,10.730456183746035,72.87821844274909,3,3
2181,12.794670972055465,20857,10.488748469053856,73.575032290416,3,3
2182,13.811508534157351,16929,10.94624826625041,74.13581760030583,3,3
2183,14.78578265501135,14844,11.14347801147735,74.57687101881773,3,3
2184,14.574672440662114,15236,11.116197289512943,73.27502635422373,3,3
2185,15.52684632823404,16594,10.5632539673244,72.60878161681394,3,3
2186,14.18621008433057,15251,10.962926427831109,73.79033356160231,3,3
2187,13.310751627989985,23717,11.592540377493183,74.1718553401413,3,3
2188,15.388793643113027,15698,10.451358336247758,77.28877942611408,3,3
2189,13.059223954961153,18520,11.158146350457267,72.98629270091455,3,3
2190,14.656765877747343,15660,11.05348552581637,72.74974859643629,3,3
2191,14.968168030346853,14928,11.53667944808012,71.00499914461159,3,3
2192,14.9148046256953,18939,11.123766155268317,73.94321413730415,3,3
2193,16.350675650097216,14547,11.441669982179178,73.72210127251346,3,3
2194,15.194668188552722,15646,9.691184638178443,74.39363663248608,3,3
2195,15.432052259274148,14896,10.552741320779166,77.23986338171827,3,3
2196,16.217705256057176,14894,11.623363281832283,71.58037144590892,3,3
2197,14.79601253915227,14598,10.57001306161695,74.12599425288855,3,3
2198,12.808396832305238,20774,10.758624430736496,73.6771746584419,3,3
2199,15.347871903606244,13518,11.495543881579877,72.8505184854033,3,3
2200,12.822475522628869,18473,10.961854416756093,73.16189002020502,3,3
2201,15.214199014802913,18549,11.174182662776893,73.964052680389,3,3
2202,14.7476308668692,15018,11.323581226018566,73.49011974808215,3,3
2203,13.870219193338079,17687,11.657174170476868,74.43098044905338,3,3
2204,14.59457418451142,15215,11.448643546127855,71.90410075081817,3,3
2205,13.500455045687213,16751,10.750047493093794,74.39758081226054,3,3
2206,14.041782535538715,16648,10.653264325701405,74.07526693609277,3,3
2207,16.074578506474786,14839,11.585297246062217,71.20468502625188,3,3
